schema,sql_query,natural_language_query
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT s.EmployeeID, COUNT(*) AS PaymentCount FROM salary_1003 s WHERE s.PaymentDate < '2022-01-01' GROUP BY s.EmployeeID HAVING COUNT(*) > 5","Identify employees who received payments before January 1, 2022, and count how many payments each of them received, including only those who received more than five payments."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, e.Name, AVG(s.BaseSalary) AS AverageSalary FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.EmployeeID, e.Name",Calculate the average base salary for each employee and list their employee IDs and names.
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, SUM(COALESCE(Bonus, 0) + COALESCE(Commission, 0)) AS TotalIncentives FROM salary_1003 GROUP BY EmployeeID HAVING SUM(COALESCE(Bonus, 0) + COALESCE(Commission, 0)) > 50000","Calculate the total incentives, including bonuses and commissions, for each employee, and list only those employees whose total incentives exceed 50,000."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, COUNT(*) AS TotalSalaries FROM salary_1003 WHERE PaymentDate BETWEEN '2023-01-01' AND '2023-12-31' GROUP BY EmployeeID","Count the total number of salary records for each employee that were paid between January 1, 2023, and December 31, 2023."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, COUNT(DISTINCT PaymentDate) AS DistinctPaymentDates FROM salary_1003 GROUP BY EmployeeID HAVING COUNT(DISTINCT PaymentDate) > 3","Identify the employees who have received payments on more than three distinct payment dates, and count the number of unique payment dates for each employee."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT EmployeeID, AVG(BaseSalary) AS AverageBaseSalary FROM salary_1003 WHERE PaymentDate > '2022-01-01' GROUP BY EmployeeID","Calculate the average base salary for each employee where the payment date is after January 1, 2022."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, e.FirstName, e.LastName FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.EmployeeID HAVING SUM(s.BaseSalary + COALESCE(s.Bonus, 0) + COALESCE(s.Commission, 0)) > 100000","Retrieve the employee IDs, first names, and last names of employees whose total compensation, including base salary, bonuses, and commissions, exceeds 100,000."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE s.PaymentDate BETWEEN '2023-01-01' AND '2023-12-31' GROUP BY e.EmployeeID HAVING COUNT(s.SalaryID) > 5",Identify the first and last names of employees who received more than five salary payments in the year 2023.
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.Department, AVG(s.BaseSalary) AS AverageBaseSalary FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.Department",Calculate the average base salary for employees grouped by department.
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, COUNT(s.PaymentDate) AS RecentPayments FROM employee_1001 e LEFT JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID AND s.PaymentDate > '2023-01-01' WHERE NOT EXISTS (SELECT 1 FROM salary_1003 s2 WHERE s2.EmployeeID = e.EmployeeID AND s2.PaymentDate < '2023-01-01') GROUP BY e.EmployeeID","Identify the employee IDs and count how many salary payments they have received since January 1, 2023, for employees who have received no salary payments prior to that date."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE e.Department = 'Sales' GROUP BY e.EmployeeID HAVING SUM(s.BaseSalary + COALESCE(s.Bonus, 0) + COALESCE(s.Commission, 0)) > 80000","Find the first and last names of employees in the Sales department whose total compensation, including base salary, bonuses, and commissions, exceeds 80,000."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.FirstName, e.LastName HAVING SUM(s.BaseSalary) > 50000","Find the first and last names of employees whose total base salary from salaries exceeds 50,000."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, SUM(s.BaseSalary + COALESCE(s.Bonus, 0) + COALESCE(s.Commission, 0)) AS TotalSalary FROM employee_1001 e LEFT JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE e.HireDate < '2020-01-01' GROUP BY e.EmployeeID HAVING TotalSalary > 60000","Find the Employee IDs and total salaries (including base salary, bonus, and commission) of employees who were hired before January 1, 2020, and whose total salary exceeds 60,000."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.FirstName, COUNT(s.SalaryID) AS TotalPayments FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE s.PaymentDate IS NOT NULL GROUP BY e.FirstName ORDER BY TotalPayments DESC","Retrieve the first names of employees along with the total number of salary payments they have received, only including those payments that have a recorded payment date. Sort the results by the total number of payments in descending order, grouping by employee first names."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, e.Department, SUM(s.BaseSalary + COALESCE(s.Bonus, 0)) AS TotalCompensation FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE e.EmployeeID > 1000 GROUP BY e.EmployeeID, e.Department","Calculate the total compensation, including base salary and any bonuses, for each employee along with their department, only for employees with IDs greater than 1000. Group the results by employee ID and department."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName, SUM(s.BaseSalary + COALESCE(s.Bonus, 0)) AS TotalCompensation FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE s.Commission IS NOT NULL GROUP BY e.FirstName, e.LastName HAVING TotalCompensation > (SELECT AVG(BaseSalary) FROM salary_1003)","Retrieve the first and last names of employees who have received a commission, along with their total compensation (base salary plus bonus), and only include those whose total compensation exceeds the average base salary of all employees."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, SUM(s.Commission) AS TotalCommission FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE s.PaymentDate BETWEEN '2023-01-01' AND '2023-12-31' GROUP BY e.EmployeeID HAVING SUM(s.Commission) > 0","Retrieve the employee IDs and the total commission earned by each employee during the year 2023, including only those employees who have earned a positive commission."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.Department, COUNT(DISTINCT e.EmployeeID) AS EmployeeCount FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE s.PaymentDate >= '2023-01-01' GROUP BY e.Department HAVING COUNT(DISTINCT e.EmployeeID) > 5","Find the departments that have more than five distinct employees who received payments starting from January 1, 2023, and count how many distinct employees are in each of those departments."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT EmployeeID FROM salary_1003 WHERE SalaryID = (SELECT MAX(SalaryID) FROM salary_1003),Find the Employee IDs of employees who have the highest salary record in the salary_1003 table.
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE s.PaymentDate >= '2023-01-01'","Find the first and last names of employees who have received a salary payment on or after January 1, 2023."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT e.FirstName FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.FirstName HAVING SUM(s.BaseSalary) > 70000,"Find the first names of employees whose total base salary exceeds 70,000."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, e.FirstName, e.LastName FROM employee_1001 e LEFT JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE s.PaymentDate >= '2023-01-01' GROUP BY e.EmployeeID, e.FirstName, e.LastName HAVING SUM(s.Commission) > 1000","Find the employee IDs, first names, and last names of employees who have earned more than 1,000 in total commissions since January 1, 2023."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, e.FirstName, e.LastName, SUM(s.BaseSalary + COALESCE(s.Bonus, 0) + COALESCE(s.Commission, 0)) AS TotalCompensation FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID WHERE s.PaymentDate >= '2023-01-01' GROUP BY e.EmployeeID, e.FirstName, e.LastName HAVING TotalCompensation < 50000","Retrieve the employee ID, first name, last name, and total compensation (including base salary, bonus, and commission) for employees whose total compensation is less than $50,000 for payments made on or after January 1, 2023."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.Department, SUM(s.BaseSalary) AS TotalDepartmentSalary FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.Department HAVING SUM(s.BaseSalary) > (SELECT AVG(BaseSalary) FROM salary_1003)","Identify the departments of employees and calculate the total base salary for each department, including only those departments where the total base salary exceeds the average base salary across all employees."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName, e.HireDate FROM employee_1001 e LEFT JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.FirstName, e.LastName, e.HireDate HAVING COUNT(s.SalaryID) > 3 ORDER BY e.HireDate","Retrieve the first names, last names, and hire dates of employees who have received more than three salary payments, sorted by their hire dates."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT e.EmployeeID FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.EmployeeID HAVING COUNT(DISTINCT s.PaymentDate) >= 5,Identify the Employee IDs of employees who have received salary payments on five or more different dates.
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName, COUNT(s.SalaryID) AS PaymentCount FROM employee_1001 e LEFT JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID AND s.PaymentDate >= '2023-01-01' WHERE e.Department = 'Engineering' GROUP BY e.EmployeeID","Retrieve the first and last names of employees in the Engineering department, along with the count of their salary payments made since January 1, 2023."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.Department, COUNT(*) AS EmployeeCount FROM employee_1001 e JOIN salary_1003 s ON s.EmployeeID = e.EmployeeID GROUP BY e.Department",Count the number of employees in each department who have salary records.
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT e.FirstName FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.FirstName HAVING AVG(s.BaseSalary) > (SELECT AVG(BaseSalary) FROM salary_1003),Find the names of employees whose average base salary is greater than the average base salary of all employees.
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, e.FirstName, e.LastName FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.EmployeeID, e.FirstName, e.LastName HAVING SUM(s.BaseSalary) > (SELECT AVG(BaseSalary) FROM salary_1003)","Retrieve the IDs, first names, and last names of employees whose total base salary is greater than the average base salary of all employees."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.EmployeeID, e.FirstName, e.LastName FROM employee_1001 e JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.EmployeeID, e.FirstName, e.LastName HAVING SUM(s.BaseSalary) > (SELECT AVG(BaseSalary) FROM salary_1003)","List the Employee IDs, first names, and last names of employees whose total base salary is higher than the average base salary, grouping the results by each employee."
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
","SELECT e.Department, SUM(s.BaseSalary) AS TotalSalary FROM employee_1001 e INNER JOIN salary_1003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.Department HAVING SUM(s.BaseSalary) > (SELECT AVG(BaseSalary) FROM salary_1003)",Find the total base salary for each department and return only those departments where this total exceeds the average base salary from the salary records.
"CREATE TABLE salary_1003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""BaseSalary"" REAL,
  ""Bonus"" REAL,
  ""Commission"" REAL,
  ""PaymentDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
",SELECT s.EmployeeID FROM salary_1003 s WHERE s.PaymentDate > '2023-01-01' GROUP BY s.EmployeeID HAVING SUM(s.BaseSalary) >= (SELECT AVG(BaseSalary) FROM salary_1003 WHERE PaymentDate > '2023-01-01'),"Identify the employee IDs of those who have accumulated a total base salary greater than or equal to the average base salary for payments made after January 1, 2023."
