schema,sql_query,natural_language_query
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.EmployeeID, COUNT(pa.AssignmentID) AS TotalAssignments FROM employee_1001 e JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID GROUP BY e.EmployeeID HAVING TotalAssignments > 5 ",Find the IDs of employees who have been assigned to more than five projects.
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT ea.EmployeeID, e.Name, COUNT(pa.AssignmentID) as ProjectCount FROM project_assignments_1005 pa JOIN employee_1001 e ON pa.EmployeeID = e.EmployeeID WHERE pa.EndDate IS NOT NULL GROUP BY ea.EmployeeID, e.Name HAVING ProjectCount > 3 ORDER BY ProjectCount DESC ","Retrieve the Employee IDs and names of employees who have completed more than three projects, and show how many projects each has completed, sorted from the most to least completed projects."
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.Name, SUM(DATEDIFF(pa.EndDate, pa.StartDate)) AS TotalDays FROM employee_1001 e JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID GROUP BY e.Name HAVING TotalDays > 30 ","""List the names of employees who have worked on projects for more than 30 days in total, along with the total number of days they spent on those projects."""
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.EmployeeID, e.Name, pa.ProjectName FROM employee_1001 e LEFT JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID WHERE pa.Role = 'Manager' AND pa.StartDate BETWEEN '2023-01-01' AND '2023-12-31' ","Retrieve the employee IDs and names of employees who have been assigned the role of 'Manager' on any project that started in the year 2023, along with the names of those projects."
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT pa.EmployeeID, e.Name, COUNT(*) AS ProjectCount FROM project_assignments_1005 pa JOIN employee_1001 e ON pa.EmployeeID = e.EmployeeID WHERE pa.Role = 'Developer' GROUP BY pa.EmployeeID, e.Name HAVING COUNT(*) > 10 ",Identify the IDs and names of employees who have a role as a Developer and have worked on more than 10 projects.
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.EmployeeID, e.Name, pa.ProjectName, pa.StartDate FROM employee_1001 e JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID WHERE pa.EndDate IS NULL ORDER BY pa.StartDate ASC ","Retrieve the Employee IDs and names of employees who are currently assigned to projects, along with the project names and their start dates, and arrange the results by the start date of the projects in ascending order."
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT pa.ProjectName, e.Name FROM project_assignments_1005 pa JOIN employee_1001 e ON pa.EmployeeID = e.EmployeeID WHERE EXISTS (SELECT 1 FROM project_assignments_1005 pb WHERE pb.ProjectName = pa.ProjectName AND pb.EmployeeID != pa.EmployeeID) ","Find the names of projects and the names of employees who are working on those projects, but only include projects that have more than one employee assigned to them."
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.EmployeeID, COUNT(pa.ProjectName) AS CompletedProjects FROM employee_1001 e JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID WHERE pa.EndDate < NOW() GROUP BY e.EmployeeID HAVING CompletedProjects > 2 ","Identify the Employee IDs of employees who have completed more than two projects, and show the count of those completed projects for each employee. Only include projects that have finished before the current date."
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.Name, pa.Role FROM employee_1001 e JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID WHERE pa.StartDate >= '2023-01-01' AND pa.EndDate <= '2023-12-31' ORDER BY e.Name, pa.ProjectName ","Retrieve the names of employees along with their roles in projects that started and ended in the year 2023, and organize the results by the employee names and project names."
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT pa.EmployeeID, pa.ProjectName, DATEDIFF(pa.EndDate, pa.StartDate) AS Duration FROM project_assignments_1005 pa WHERE DATEDIFF(pa.EndDate, pa.StartDate) > 30 ",Find the Employee IDs and Project names for assignments that lasted longer than 30 days.
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.Name, pa.ProjectName FROM employee_1001 e LEFT JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID GROUP BY e.Name, pa.ProjectName HAVING COUNT(pa.AssignmentID) = 0 ",Find the names of employees who are not assigned to any projects.
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT paEmployeeIDs, GROUP_CONCAT(p.ProjectName) AS ProjectsAssigned FROM (SELECT EmployeeID, ProjectName FROM project_assignments_1005) pa GROUP BY EmployeeID HAVING ProjectsAssigned LIKE '%Project A%' ","""Identify the employee IDs and the names of all projects they have been assigned to, specifically focusing on those who have worked on 'Project A'."""
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT DISTINCT pa.ProjectName FROM project_assignments_1005 pa WHERE pa.EmployeeID IN (SELECT EmployeeID FROM employee_1001 WHERE HireDate < '2022-01-01') ","List the unique project names assigned to employees who were hired before January 1, 2022."
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.EmployeeID, e.Name, COUNT(pa.AssignmentID) AS ActiveAssignments FROM employee_1001 e LEFT JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID WHERE pa.EndDate IS NULL GROUP BY e.EmployeeID HAVING ActiveAssignments > 1 ",Find the IDs and names of employees who are currently assigned to more than one project.
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.Name, pa.Role, AVG(DATEDIFF(pa.EndDate, pa.StartDate)) AS AverageAssignmentDuration FROM employee_1001 e JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID GROUP BY e.Name, pa.Role HAVING AverageAssignmentDuration > 30 ","""Find the names and roles of employees whose average time spent on project assignments is greater than 30 days."""
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT a.EmployeeID FROM project_assignments_1005 a WHERE a.StartDate BETWEEN '2023-01-01' AND '2023-12-31' GROUP BY a.EmployeeID HAVING COUNT(*) >= 5 ",Identify the Employee IDs of employees who have been assigned to projects at least five times throughout the year 2023.
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.Name, MAX(pa.StartDate) as LastProjectStart FROM employee_1001 e JOIN project_assignments_1005 pa ON e.EmployeeID = pa.EmployeeID GROUP BY e.Name HAVING LastProjectStart < NOW() - INTERVAL 1 YEAR ","Find the names of employees who have not started any project in the last year, along with the start date of their most recent project."
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT pa.ProjectName, COUNT(e.EmployeeID) AS NumberOfEmployees FROM project_assignments_1005 pa LEFT JOIN employee_1001 e ON pa.EmployeeID = e.EmployeeID WHERE pa.EndDate IS NULL GROUP BY pa.ProjectName HAVING NumberOfEmployees > 5 ",Find the names of projects that currently have more than five employees assigned to them.
"CREATE TABLE project_assignments_1005 (
  ""AssignmentID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  ""Role"" TEXT,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID"")
)
"," 
SELECT e.EmployeeID, e.Name FROM employee_1001 e WHERE e.EmployeeID NOT IN (SELECT DISTINCT pa.EmployeeID FROM project_assignments_1005 pa WHERE pa.EndDate IS NULL);",Find the IDs and names of employees who are not currently assigned to any projects.
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
",SELECT * FROM department_2001;,"""Retrieve all information about each department, including their unique IDs and names."""
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
","SELECT DepartmentID, DepartmentName FROM department_2001;","""List the IDs and names of all the departments."""
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
",SELECT * FROM employee_department_2002;,"Retrieve all records from the employee department information, including details about each employee's department assignments."
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
","SELECT EmployeeID, DepartmentID FROM employee_department_2002;",Retrieve the IDs of employees along with the IDs of the departments they are associated with.
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
",SELECT DepartmentName FROM department_2001 WHERE DepartmentID = 1;,Retrieve the name of the department that has the ID number 1.
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
","SELECT e1.EmployeeID, e1.DepartmentID FROM employee_department_2002 e1 JOIN department_2001 d1 ON e1.DepartmentID = d1.DepartmentID;","""Retrieve the Employee IDs and their corresponding Department IDs for employees working in various departments."""
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
","SELECT d1.DepartmentName, e1.EmployeeID FROM department_2001 d1 JOIN employee_department_2002 e1 ON d1.DepartmentID = e1.DepartmentID WHERE e1.StartDate IS NOT NULL;",Retrieve the names of departments along with the IDs of employees who have started working in those departments.
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
",SELECT DISTINCT DepartmentID FROM employee_department_2002;,"""List all the unique department IDs from the employee department records."""
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
",SELECT COUNT(*) FROM department_2001;,"""Count the total number of departments listed in the department table."""
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
","SELECT d.DepartmentName, COUNT(ed.EmployeeID) FROM department_2001 d LEFT JOIN employee_department_2002 ed ON d.DepartmentID = ed.DepartmentID GROUP BY d.DepartmentName;","""List the names of all departments along with the number of employees associated with each department, including departments that have no employees."""
